Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Churn,Churn_Numeric,Num_Internet_Services
Male,0,Yes,Yes,35,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,107.34,7.853581511855491,No,0.0,4
Male,0,Yes,Yes,63,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check,116.82,7.694934550211067,No,0.0,2
Female,0,No,No,50,Yes,Yes,Dsl,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Mailed Check,90.91,8.585584281869298,No,0.0,5
Male,0,Yes,No,21,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,68.24,7.242926669870302,No,0.0,3
Male,0,No,No,59,Yes,No,Fiber Optic,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card (Automatic),118.44,8.201695835909607,No,0.0,3
Male,0,No,No,1,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,81.72,8.511219383704544,Yes,1.0,2
Female,0,No,No,55,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),74.58,8.086290268123207,No,0.0,2
Male,1,No,No,39,Yes,Yes,No,Yes,No,Yes,Yes,No,No,One Year,Yes,Mailed Check,119.34,8.55701949039617,No,0.0,3
Female,0,No,No,27,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Mailed Check,75.14,6.363355636102716,No,0.0,5
Female,1,No,No,2,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),39.75,6.6504213411800395,Yes,1.0,3
Male,1,Yes,Yes,62,Yes,No,Dsl,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,61.88,7.420081775874363,No,0.0,2
Male,0,No,Yes,22,No,No,No,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,72.78,7.857883027116275,No,0.0,3
Male,0,No,Yes,54,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),103.82,8.416585806159944,No,0.0,2
Male,0,Yes,Yes,31,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,No,Mailed Check,69.05,5.684973353669147,No,0.0,1
Female,0,Yes,No,27,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,One Year,No,Mailed Check,84.06,8.649823678347065,Yes,1.0,4
Male,0,Yes,Yes,7,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,113.7,8.916133056355926,Yes,1.0,4
Male,0,Yes,Yes,2,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Mailed Check,97.57,8.697833335427655,Yes,1.0,4
Male,0,Yes,No,52,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,71.39,7.9840708326516365,Yes,1.0,3
Female,0,Yes,Yes,28,Yes,Yes,Dsl,Yes,No,Yes,No,No,No,Two Year,No,Mailed Check,59.76,7.932258057033803,No,0.0,2
Male,0,Yes,Yes,58,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,83.71,8.424389068825747,Yes,1.0,2
Male,0,No,Yes,23,No,Yes,Fiber Optic,No,No,Yes,No,No,No,Two Year,No,Credit Card (Automatic),118.59,7.393546131628202,No,0.0,1
Female,0,Yes,Yes,37,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,84.74,8.674675458196546,Yes,1.0,3
Female,0,No,Yes,27,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Electronic Check,40.2,7.621822109794586,No,0.0,2
Male,0,Yes,No,61,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,39.67,5.814011121710887,Yes,1.0,3
Male,0,Yes,No,50,No,No,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Mailed Check,29.89,7.087573705557973,No,0.0,1
Male,0,No,No,6,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Electronic Check,37.56,6.475263210813354,No,0.0,4
Male,0,Yes,Yes,22,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,109.89,7.598649924488789,Yes,1.0,2
Male,0,Yes,Yes,45,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),50.35,7.867465588733827,No,0.0,1
Female,0,Yes,Yes,27,Yes,Yes,No,No,No,No,No,Yes,Yes,One Year,No,Electronic Check,26.4,6.713721399939491,No,0.0,2
Female,0,Yes,No,23,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,89.23,6.679322765734317,Yes,1.0,4
Male,0,Yes,Yes,6,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,No,Credit Card (Automatic),24.33,5.663862850654957,No,0.0,3
Male,1,Yes,Yes,48,Yes,Yes,No,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,22.08,5.089631300322754,Yes,1.0,2
Female,0,Yes,Yes,2,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,Two Year,Yes,Bank Transfer (Automatic),51.75,5.100293166026791,No,0.0,2
Male,0,No,Yes,1,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),20.88,7.1472208976611995,No,0.0,2
Male,0,Yes,No,6,Yes,No,Dsl,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),71.56,5.885742855122727,Yes,1.0,4
Male,0,No,No,20,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Mailed Check,89.95,8.087889181203183,Yes,1.0,4
Male,0,No,Yes,8,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Two Year,No,Mailed Check,40.66,4.909561872002819,No,0.0,2
Male,0,No,No,11,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),79.23,8.35568551513541,No,0.0,2
Female,1,No,No,23,Yes,No,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),63.21,5.745595977469612,Yes,1.0,5
Male,0,No,No,32,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,One Year,Yes,Electronic Check,106.02,6.310627117849432,No,0.0,2
Male,0,No,Yes,42,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,One Year,Yes,Credit Card (Automatic),70.64,7.54466009658761,No,0.0,3
Male,0,No,No,4,Yes,Yes,Dsl,No,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Electronic Check,55.71,7.303035362031936,Yes,1.0,4
Female,0,Yes,No,70,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,72.11,7.273030137421683,No,0.0,4
Female,0,Yes,Yes,13,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),44.17,8.009868100297151,No,0.0,2
Female,0,Yes,No,35,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),59.76,7.275885361576695,Yes,1.0,3
Female,0,No,No,34,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),72.76,6.548792004525392,Yes,1.0,2
Male,0,Yes,No,49,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,91.29,8.750117554265533,No,0.0,1
Female,0,No,Yes,10,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),37.76,7.445370826637893,Yes,1.0,5
Male,0,No,Yes,23,Yes,No,Dsl,No,No,No,No,No,Yes,Two Year,Yes,Credit Card (Automatic),96.57,4.598648968997826,No,0.0,1
Male,0,Yes,No,43,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),28.79,6.57783354092248,Yes,1.0,4
Female,0,No,Yes,50,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,No,Month-To-Month,No,Electronic Check,22.16,7.2725025538117425,Yes,1.0,4
Female,0,No,Yes,16,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,104.82,8.37188298585502,Yes,1.0,3
Female,1,Yes,Yes,69,No,No,Dsl,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,27.45,6.473828966051937,Yes,1.0,3
Female,0,No,No,7,Yes,No,Dsl,Yes,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,106.32,7.205998881605337,Yes,1.0,2
Female,0,Yes,No,27,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,116.51,8.700459301978796,No,0.0,4
Male,0,No,Yes,11,Yes,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,89.63,8.19611978193473,Yes,1.0,1
Female,0,No,No,42,Yes,Yes,Dsl,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Electronic Check,68.74,8.27117499899963,No,0.0,4
Female,0,Yes,Yes,36,Yes,Yes,Dsl,No,No,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),74.07,8.075168865232534,No,0.0,1
Female,1,Yes,Yes,62,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Two Year,Yes,Electronic Check,67.48,8.273198763584556,No,0.0,2
Male,0,Yes,No,62,No,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,56.7,7.014122287955589,Yes,1.0,3
Female,0,No,Yes,9,Yes,No,No,No,No,Yes,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),68.84,6.8792632075808875,No,0.0,2
Male,0,No,Yes,36,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),46.62,7.6345934890595295,No,0.0,0
Female,0,Yes,Yes,10,Yes,Yes,Dsl,No,No,Yes,No,Yes,Yes,Two Year,Yes,Mailed Check,39.03,7.6292760937299215,No,0.0,3
Female,0,Yes,Yes,18,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,52.15,8.202482446576537,Yes,1.0,4
Male,0,Yes,No,51,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,No,Two Year,Yes,Credit Card (Automatic),20.3,6.819612352941376,No,0.0,3
Female,1,No,Yes,17,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),63.58,8.120930609872822,No,0.0,3
Male,1,No,No,31,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Two Year,No,Electronic Check,24.42,6.505918580227976,No,0.0,3
Male,0,Yes,Yes,22,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),34.55,7.469597158764092,No,0.0,3
Male,0,Yes,No,11,Yes,No,Dsl,Yes,No,No,Yes,No,No,Month-To-Month,No,Electronic Check,59.41,8.108325300403507,No,0.0,2
Female,0,Yes,Yes,57,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),89.19,7.823257700221094,Yes,1.0,3
Female,1,No,Yes,20,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),74.56,8.453827315794417,Yes,1.0,3
Female,1,Yes,No,20,No,No,Dsl,No,Yes,No,Yes,Yes,No,One Year,Yes,Mailed Check,51.33,7.738143836655556,No,0.0,3
Male,0,Yes,No,28,Yes,No,Dsl,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,27.32,4.480513581388536,Yes,1.0,2
Female,0,Yes,Yes,46,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,61.95,7.0494631528907945,No,0.0,1
Male,0,No,Yes,11,Yes,No,Dsl,No,No,Yes,No,Yes,No,One Year,Yes,Mailed Check,110.7,8.662354444288555,Yes,1.0,2
Female,0,No,Yes,57,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),36.87,7.227647974294926,No,0.0,3
Male,0,Yes,Yes,40,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,106.21,8.141408237409484,No,0.0,3
Male,0,No,Yes,18,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),96.98,8.820638862907497,Yes,1.0,2
Male,0,Yes,No,11,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,One Year,No,Bank Transfer (Automatic),76.13,7.715663154747595,No,0.0,1
Female,0,Yes,No,22,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Two Year,No,Mailed Check,65.63,6.443192819685785,No,0.0,5
Male,1,Yes,Yes,4,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,No,Electronic Check,85.71,7.7435948864586654,No,0.0,1
Male,0,Yes,No,25,No,Yes,Fiber Optic,No,No,Yes,No,No,No,One Year,Yes,Electronic Check,95.45,8.79992101180288,No,0.0,1
Male,0,No,No,62,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,One Year,No,Electronic Check,97.98,8.752982842671418,No,0.0,2
Male,0,Yes,Yes,51,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),89.94,8.606443227404556,Yes,1.0,3
Male,0,Yes,No,9,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Transfer (Automatic),56.66,8.069398703252878,No,0.0,4
Male,0,No,Yes,38,Yes,No,Dsl,No,Yes,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),22.44,6.7688839399021035,No,0.0,2
Female,0,Yes,No,22,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,68.52,7.48344687026928,No,0.0,1
Female,0,No,No,10,Yes,No,Dsl,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,34.34,7.5745584842024805,Yes,1.0,3
Male,0,Yes,No,71,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,No,Credit Card (Automatic),65.05,6.979936395942144,No,0.0,3
Female,0,Yes,No,47,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,65.88,7.669261797055426,Yes,1.0,3
Female,0,Yes,No,15,No,Yes,Dsl,Yes,Yes,No,No,No,No,One Year,Yes,Electronic Check,71.03,8.372396294906078,No,0.0,2
Male,0,Yes,Yes,45,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),113.94,8.013601340712125,No,0.0,2
Male,0,No,No,46,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Two Year,No,Mailed Check,82.93,8.371640112734212,No,0.0,3
Male,0,Yes,Yes,47,Yes,Yes,Dsl,No,No,Yes,No,No,No,One Year,Yes,Bank Transfer (Automatic),23.94,6.666931346812849,No,0.0,1
Female,0,No,No,68,Yes,No,Dsl,No,No,No,No,Yes,Yes,One Year,Yes,Electronic Check,93.4,6.932662502688237,No,0.0,2
Male,0,No,No,24,Yes,No,Dsl,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Electronic Check,88.93,8.0152414117086,No,0.0,3
Female,0,No,No,36,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,98.37,4.614823443016229,Yes,1.0,2
Male,1,Yes,Yes,62,Yes,Yes,Dsl,No,No,Yes,No,No,No,Two Year,No,Electronic Check,57.62,8.06847187850043,No,0.0,1
Female,0,No,No,28,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,111.17,7.504413585350378,Yes,1.0,4
Male,0,No,No,57,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Electronic Check,87.99,7.7866224019434345,Yes,1.0,3
Male,0,No,Yes,30,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,36.41,6.846315950382239,Yes,1.0,3
Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Electronic Check,89.46,8.08394570229562,No,0.0,1
Female,0,Yes,Yes,40,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Credit Card (Automatic),62.49,8.122762974328035,Yes,1.0,4
Female,0,No,No,49,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,59.97,7.955344412210481,Yes,1.0,2
Female,0,No,No,43,No,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,27.47,7.158669627241704,No,0.0,3
Female,1,Yes,No,8,Yes,Yes,Dsl,No,No,No,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,87.25,8.704341414426603,Yes,1.0,2
Female,0,No,No,58,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,54.47,5.830297644386424,No,0.0,2
Male,0,No,Yes,26,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),76.69,6.846188338322726,Yes,1.0,4
Female,1,No,Yes,58,Yes,No,Dsl,No,Yes,Yes,No,Yes,Yes,Two Year,No,Electronic Check,109.17,6.2934747301740925,No,0.0,4
Male,0,Yes,No,2,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,56.97,7.101008533116426,No,0.0,4
Male,0,No,Yes,6,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),40.36,6.200610588778338,Yes,1.0,2
Female,0,No,Yes,15,No,No,Dsl,Yes,Yes,Yes,No,No,Yes,Two Year,No,Electronic Check,74.74,7.538287420659204,No,0.0,4
Male,0,Yes,Yes,48,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),119.51,8.507266080293489,No,0.0,2
Female,0,No,No,31,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Two Year,No,Bank Transfer (Automatic),64.39,6.550523036924509,No,0.0,1
Female,0,Yes,Yes,43,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),67.29,6.487470905975622,Yes,1.0,3
Male,0,Yes,No,18,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,Two Year,No,Electronic Check,21.85,6.8833498751433835,No,0.0,2
Male,0,Yes,No,2,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,56.53,6.94492581503476,Yes,1.0,4
Female,0,No,No,59,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,117.99,7.777599897252482,Yes,1.0,4
Female,0,No,Yes,34,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Two Year,No,Bank Transfer (Automatic),65.32,7.254609153713055,No,0.0,3
Male,0,No,Yes,28,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Credit Card (Automatic),27.23,6.189269777406999,No,0.0,4
Male,1,No,Yes,69,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Transfer (Automatic),97.78,8.353461762432081,No,0.0,3
Male,0,No,Yes,44,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card (Automatic),107.12,7.043325841086638,No,0.0,2
Male,0,No,No,26,Yes,Yes,Dsl,No,Yes,Yes,No,Yes,No,One Year,No,Mailed Check,90.42,7.53210421197181,No,0.0,3
Female,0,No,No,68,Yes,No,Fiber Optic,No,No,No,No,No,No,One Year,Yes,Credit Card (Automatic),49.44,8.159757958531097,No,0.0,0
Female,0,No,No,34,Yes,Yes,Dsl,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),51.79,7.304253639027616,Yes,1.0,1
Female,0,Yes,Yes,18,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,82.68,8.044530028744596,No,0.0,2
Female,0,No,Yes,16,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Bank Transfer (Automatic),91.39,7.563044816985842,No,0.0,5
Male,1,No,Yes,34,No,Yes,Dsl,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,94.75,8.533166929234204,No,0.0,2
Male,1,Yes,No,29,Yes,No,No,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,107.62,8.335954248384466,No,0.0,3
Female,1,No,No,47,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,84.11,7.827826854450908,Yes,1.0,1
Female,1,Yes,Yes,56,Yes,No,Dsl,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),77.95,8.611417327142677,No,0.0,1
Female,0,No,No,16,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),65.68,5.279745980962601,No,0.0,2
Female,0,No,No,14,Yes,Yes,Dsl,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),108.29,7.40613375744637,Yes,1.0,2
Female,1,Yes,Yes,13,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),56.82,8.25127782925812,Yes,1.0,5
Female,0,Yes,Yes,13,Yes,No,Fiber Optic,No,No,No,No,No,No,Two Year,No,Electronic Check,49.28,8.169659198537396,No,0.0,0
Female,1,No,No,44,Yes,No,No,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),103.99,8.303982644072413,No,0.0,4
Female,0,Yes,Yes,37,Yes,Yes,Dsl,Yes,Yes,No,No,No,Yes,Two Year,Yes,Electronic Check,59.15,8.260697075636322,No,0.0,3
Female,0,No,No,62,Yes,Yes,Dsl,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),109.76,8.619744364564212,Yes,1.0,2
Male,0,No,Yes,10,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-To-Month,No,Mailed Check,87.32,8.69932139618556,Yes,1.0,4
Female,1,No,No,47,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Electronic Check,113.37,8.123540046584433,Yes,1.0,3
Male,0,No,Yes,25,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,One Year,Yes,Bank Transfer (Automatic),33.59,7.3071419507698305,Yes,1.0,2
Male,0,No,Yes,66,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Electronic Check,37.9,7.742627690795067,No,0.0,4
Female,0,No,Yes,24,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),114.88,7.323513893375477,No,0.0,3
Female,0,Yes,No,60,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,99.68,7.094093757134026,Yes,1.0,2
Male,0,Yes,No,25,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,76.89,7.7639010239966195,No,0.0,6
Male,0,Yes,Yes,33,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,One Year,No,Mailed Check,105.19,6.98856077258358,No,0.0,2
Female,0,No,No,8,No,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),90.8,7.441326254803057,Yes,1.0,1
Male,0,Yes,No,39,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,68.5,8.107939917258648,No,0.0,2
Female,0,No,Yes,6,No,Yes,No,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,90.71,7.06765227421239,No,0.0,2
Female,0,Yes,Yes,29,Yes,No,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Transfer (Automatic),61.38,8.008741414511633,No,0.0,3
Female,0,No,Yes,65,Yes,Yes,Dsl,No,Yes,No,No,No,No,Two Year,No,Mailed Check,115.41,8.164370816792996,No,0.0,1
Male,0,No,No,29,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,One Year,Yes,Mailed Check,69.26,8.50544646801571,Yes,1.0,3
Male,1,No,Yes,67,Yes,No,No,Yes,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,33.13,7.614514395361902,No,0.0,3
Female,0,No,No,57,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),56.57,8.086960892936848,Yes,1.0,5
Male,0,No,No,54,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,One Year,Yes,Electronic Check,81.08,7.490367468235453,No,0.0,2
Male,0,Yes,No,13,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Electronic Check,60.92,8.155686593815323,Yes,1.0,2
Male,0,No,Yes,36,Yes,No,Dsl,No,No,Yes,Yes,No,No,One Year,No,Mailed Check,115.63,8.13098350208945,No,0.0,2
Male,0,Yes,Yes,43,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,115.66,8.479991718225067,Yes,1.0,2
Male,0,No,No,5,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,81.08,7.91698975649903,Yes,1.0,4
Male,0,No,No,25,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),21.05,7.068546717225728,Yes,1.0,2
Male,0,No,Yes,13,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,63.17,7.828894239181113,Yes,1.0,5
Female,0,Yes,Yes,7,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,84.32,8.252988033543767,No,0.0,3
Male,0,No,Yes,23,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,110.21,8.407820192057297,No,0.0,5
Male,0,Yes,Yes,38,Yes,No,Dsl,No,No,No,No,No,Yes,Two Year,Yes,Mailed Check,40.53,7.870952497256283,No,0.0,1
Male,0,No,Yes,48,Yes,Yes,Dsl,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Electronic Check,28.56,7.575117875968348,Yes,1.0,4
Male,0,Yes,Yes,62,Yes,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Electronic Check,89.82,7.948727861537162,No,0.0,3
Male,1,Yes,Yes,25,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,44.98,7.418444893499289,Yes,1.0,3
