Gender,Seniorcitizen,Partner,Dependents,Tenure,Phoneservice,Multiplelines,Internetservice,Onlinesecurity,Onlinebackup,Deviceprotection,Techsupport,Streamingtv,Streamingmovies,Contract,Paperlessbilling,Paymentmethod,Monthlycharges,Totalcharges,Num_Internet_Services
Female,0,Yes,Yes,25,Yes,No,Dsl,Yes,No,No,Yes,Yes,Yes,Month-To-Month,No,Mailed Check,33.43,7.7702232041587855,4
Female,0,Yes,No,61,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,50.48,8.076739043980261,4
Female,0,Yes,Yes,9,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Mailed Check,109.54,8.215690722391537,2
Female,0,No,No,56,Yes,No,Dsl,Yes,No,No,No,Yes,No,One Year,No,Mailed Check,69.91,7.384982753317193,2
Female,0,Yes,Yes,62,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,Two Year,Yes,Bank Transfer (Automatic),71.36,6.719918541500072,2
Male,0,Yes,No,40,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,Yes,Electronic Check,50.74,7.360905178655712,2
Male,0,Yes,No,4,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,44.27,7.665912744381657,4
Female,0,No,No,56,Yes,No,No,No,No,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),37.57,6.638292882273135,2
Male,0,Yes,Yes,16,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Month-To-Month,No,Mailed Check,45.68,5.964504365525199,3
Male,0,No,No,3,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,One Year,No,Bank Transfer (Automatic),31.94,7.350651037498368,2
Female,0,No,No,15,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,One Year,Yes,Mailed Check,45.51,6.309045169905626,1
Female,1,No,No,1,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Electronic Check,35.2,6.974132733245265,4
Male,1,No,No,34,Yes,No,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,No,Mailed Check,114.46,7.775779709446801,1
Female,0,Yes,Yes,66,Yes,No,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Mailed Check,72.45,7.936899583315059,1
Female,0,No,Yes,51,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Two Year,No,Mailed Check,40.09,7.900547687241327,2
Male,1,Yes,No,40,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,Two Year,No,Credit Card (Automatic),52.6,7.83007579511327,4
Female,0,Yes,Yes,12,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,One Year,Yes,Electronic Check,81.97,8.52633329313231,2
Female,0,Yes,No,21,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,One Year,Yes,Mailed Check,24.64,7.383921132663021,2
Male,0,No,No,66,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card (Automatic),48.45,6.881739791778855,2
Male,0,Yes,Yes,1,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,Yes,Bank Transfer (Automatic),115.91,8.108842925239388,4
Female,1,No,Yes,67,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,118.62,7.103174025253346,3
Male,0,No,Yes,41,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,73.18,8.556335055307152,2
Male,0,Yes,Yes,64,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),101.31,8.32290431100613,5
Female,0,No,Yes,10,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),45.63,7.869359662763345,4
Female,1,No,Yes,50,Yes,No,Fiber Optic,No,No,No,No,No,No,Month-To-Month,No,Bank Transfer (Automatic),105.57,8.045097775910286,0
Male,0,Yes,Yes,69,Yes,Yes,Dsl,No,Yes,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,112.93,8.319268943234874,2
Female,0,No,No,9,No,No,Dsl,No,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Transfer (Automatic),58.47,6.2739707478156985,3
Male,0,No,No,22,No,Yes,Dsl,No,No,No,No,Yes,No,Month-To-Month,No,Mailed Check,95.74,8.605614241017056,1
Female,0,Yes,No,34,Yes,No,Dsl,No,Yes,Yes,Yes,No,No,Month-To-Month,No,Electronic Check,29.17,7.08835034625039,3
Male,1,No,No,29,Yes,No,No,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,53.0,7.258419192824031,1
Female,0,No,No,63,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Electronic Check,96.55,7.022110223219539,4
Female,0,Yes,No,37,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,One Year,No,Credit Card (Automatic),33.4,7.637928458378529,3
Male,0,Yes,No,3,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Month-To-Month,No,Bank Transfer (Automatic),98.86,7.381601515945323,2
Female,0,Yes,No,68,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),113.07,8.693572125754514,5
Female,0,Yes,Yes,37,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,Two Year,No,Electronic Check,29.15,5.810751695653443,2
Female,0,No,Yes,53,Yes,No,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),119.99,7.4059454100724995,3
Female,0,No,No,68,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Month-To-Month,Yes,Electronic Check,112.05,8.052328336026449,1
Female,0,No,Yes,12,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Mailed Check,103.27,7.6127865630155345,1
Male,0,No,No,8,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),115.33,6.419098761237192,4
Male,0,Yes,Yes,7,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,Month-To-Month,No,Electronic Check,113.7,8.916133056355926,4
Female,0,Yes,Yes,30,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,One Year,Yes,Bank Transfer (Automatic),58.35,7.802740655028956,2
Female,0,No,No,9,Yes,Yes,Dsl,No,No,No,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),56.47,6.419897203502538,1
Male,0,No,Yes,28,Yes,No,Dsl,No,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),98.54,6.53509612259915,2
Female,0,Yes,Yes,18,Yes,No,No,No,No,Yes,No,No,No,Month-To-Month,Yes,Mailed Check,115.39,8.805243196172626,1
Male,0,No,No,30,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Two Year,Yes,Mailed Check,119.57,8.307229897636331,3
Male,0,No,No,43,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,82.18,8.183048244554115,4
Female,0,Yes,No,39,Yes,No,Dsl,No,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),38.78,7.686722293592961,1
Male,0,Yes,Yes,20,No,Yes,Dsl,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,21.91,7.113736394624942,2
Female,0,No,Yes,57,Yes,Yes,Dsl,No,No,No,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),27.43,6.791367519475109,1
Male,0,No,Yes,55,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,55.04,7.721344179984012,1
Male,0,No,No,7,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,Month-To-Month,Yes,Credit Card (Automatic),45.61,7.496435988551636,2
Female,0,Yes,No,47,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Transfer (Automatic),98.6,8.036059047173914,3
Male,0,No,No,2,Yes,Yes,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Bank Transfer (Automatic),55.31,6.783755459105373,2
Male,0,No,No,24,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Two Year,No,Mailed Check,114.63,8.823335814511488,2
Female,0,Yes,Yes,19,Yes,Yes,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),118.9,8.302994515158835,2
Female,0,Yes,Yes,47,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,No,Electronic Check,24.61,6.261052656664792,2
Female,1,Yes,No,43,Yes,No,No,No,Yes,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,109.42,7.725405090288273,3
Female,0,Yes,No,4,Yes,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,Yes,Mailed Check,61.73,6.537792440716469,3
Female,0,No,No,25,Yes,No,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),70.53,7.451485557687336,3
Male,0,Yes,Yes,13,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Month-To-Month,No,Electronic Check,50.57,8.05739332625329,1
Male,1,No,Yes,56,Yes,No,Dsl,No,No,No,Yes,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),44.0,7.93512932004919,2
Female,0,Yes,Yes,71,Yes,No,Dsl,Yes,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,30.69,5.908626268798978,5
Male,0,No,Yes,30,Yes,Yes,Dsl,No,No,No,No,No,No,Month-To-Month,No,Mailed Check,46.94,7.860632488224294,0
Female,0,Yes,Yes,27,Yes,No,Dsl,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Mailed Check,93.44,8.243737443228248,4
Male,0,No,No,14,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,108.27,8.761849279846258,1
Female,1,No,Yes,13,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,30.56,5.757891800303233,2
Male,0,Yes,No,32,Yes,Yes,Dsl,Yes,Yes,Yes,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),42.92,6.891890089792554,5
Female,0,No,Yes,9,Yes,No,Dsl,Yes,No,No,Yes,No,Yes,One Year,No,Bank Transfer (Automatic),73.74,5.770474924423112,3
Male,0,No,Yes,23,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,98.51,8.216968791789306,4
Male,0,Yes,No,21,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,No,Two Year,Yes,Bank Transfer (Automatic),119.49,7.716879420783055,4
Female,0,Yes,No,61,Yes,No,Dsl,Yes,Yes,Yes,No,Yes,No,Month-To-Month,No,Credit Card (Automatic),28.52,7.459212159079011,4
Male,1,Yes,Yes,21,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Month-To-Month,No,Credit Card (Automatic),28.45,6.7763929607853095,2
Male,0,Yes,No,48,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Two Year,No,Electronic Check,84.91,6.95085308188486,3
Female,0,No,No,71,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Month-To-Month,Yes,Mailed Check,69.1,8.394042023083184,1
Male,0,No,No,59,Yes,No,Fiber Optic,Yes,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),80.87,7.562753971350112,2
Male,0,Yes,Yes,66,Yes,No,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,No,Credit Card (Automatic),88.89,7.607654612364616,3
Male,0,Yes,Yes,34,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,Yes,Electronic Check,44.61,7.721698728625151,3
Female,0,No,Yes,43,Yes,No,Dsl,No,No,Yes,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),82.98,6.875965289492507,1
Male,0,Yes,Yes,59,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,Month-To-Month,No,Bank Transfer (Automatic),55.17,7.373631652814611,3
Male,1,No,No,3,No,No,Dsl,No,No,No,No,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),59.4,7.890863183893609,0
Female,0,Yes,Yes,7,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),24.57,5.10842724025413,2
Male,0,No,No,62,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,54.0,7.420950093996823,3
Male,0,No,Yes,1,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),44.7,7.1925657322794585,2
Female,1,No,Yes,11,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Month-To-Month,No,Mailed Check,50.03,7.313566993681963,3
Female,0,Yes,No,27,Yes,Yes,Dsl,No,No,Yes,Yes,Yes,No,Month-To-Month,Yes,Electronic Check,39.1,7.686047512699002,3
Female,0,No,Yes,44,Yes,No,Fiber Optic,No,Yes,Yes,No,No,No,Two Year,Yes,Mailed Check,73.79,7.366255496969443,2
Female,1,Yes,No,16,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,One Year,Yes,Electronic Check,100.59,8.862095509129698,2
Male,0,Yes,Yes,62,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Two Year,No,Credit Card (Automatic),59.37,6.688616199059165,4
Male,1,Yes,Yes,41,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,87.53,6.983001888356675,3
Male,0,Yes,No,3,Yes,No,Dsl,Yes,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,37.6,6.947687277573483,3
Male,0,No,Yes,1,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Two Year,No,Bank Transfer (Automatic),91.78,7.40053505141701,4
Male,0,No,Yes,18,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Month-To-Month,Yes,Electronic Check,40.65,3.927108642846187,4
Female,0,Yes,Yes,67,Yes,Yes,Dsl,No,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),73.49,5.535087650776903,4
Female,0,No,No,28,Yes,No,Fiber Optic,Yes,No,Yes,No,Yes,No,Two Year,No,Bank Transfer (Automatic),25.31,7.117051395588841,3
Male,0,No,No,30,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,No,Mailed Check,45.23,5.652419002367643,3
Male,0,No,No,44,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Mailed Check,58.77,7.385634067599347,1
Male,0,No,Yes,18,Yes,No,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,26.69,7.299222877446448,3
Female,0,Yes,Yes,26,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,One Year,Yes,Credit Card (Automatic),57.71,8.126813720726114,1
Female,0,Yes,Yes,28,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,30.41,7.048898875129634,4
Male,0,Yes,No,42,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Month-To-Month,Yes,Mailed Check,22.86,7.075546783991766,3
Female,0,Yes,Yes,46,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,113.65,8.020000876981218,3
Male,0,No,Yes,43,Yes,No,Dsl,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card (Automatic),68.89,7.593555536879029,5
Female,0,No,Yes,5,Yes,Yes,Dsl,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,35.75,7.770716961514513,3
Female,0,Yes,No,58,Yes,No,Dsl,No,Yes,No,No,No,Yes,Two Year,No,Mailed Check,41.0,7.45816885615276,2
Female,0,Yes,No,19,No,Yes,Fiber Optic,No,Yes,No,No,No,No,One Year,No,Mailed Check,66.79,8.389157526719192,1
Male,0,Yes,No,26,No,Yes,Dsl,Yes,No,No,No,Yes,Yes,Two Year,Yes,Mailed Check,108.03,7.957348877370712,3
Male,0,No,Yes,37,Yes,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),37.64,7.6499973391858,5
Male,0,No,Yes,52,Yes,Yes,Dsl,No,No,Yes,No,No,Yes,One Year,Yes,Mailed Check,40.73,7.748416882330631,2
Female,0,No,Yes,13,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,Yes,Electronic Check,34.9,6.6251138146267055,2
Female,0,No,No,39,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Month-To-Month,No,Mailed Check,80.51,7.563262895713127,3
Male,1,No,No,11,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,Month-To-Month,Yes,Credit Card (Automatic),28.76,6.634659638725276,2
Female,0,No,No,42,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Month-To-Month,No,Credit Card (Automatic),94.35,8.052684835460461,4
Female,0,Yes,Yes,12,Yes,Yes,Dsl,No,Yes,No,No,No,Yes,One Year,No,Electronic Check,22.56,7.110353207047022,2
Female,1,No,No,0,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,One Year,No,Electronic Check,44.49,7.734519473500994,3
Male,0,No,Yes,57,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),37.81,7.520044836581928,3
Male,0,No,No,46,No,No,Fiber Optic,No,No,Yes,Yes,No,No,Month-To-Month,No,Credit Card (Automatic),64.41,7.501275475732016,2
Female,0,No,No,48,No,No,Fiber Optic,Yes,Yes,No,No,No,No,One Year,Yes,Mailed Check,98.44,7.723743791530812,2
Female,0,No,Yes,3,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Month-To-Month,Yes,Electronic Check,100.42,7.888739519982605,2
Male,1,No,Yes,57,Yes,Yes,Dsl,Yes,No,No,Yes,Yes,No,One Year,No,Electronic Check,86.29,6.316081067352825,3
Male,0,No,No,20,Yes,Yes,Dsl,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card (Automatic),79.5,7.78373222051175,5
Male,0,Yes,No,6,Yes,No,Dsl,No,Yes,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,93.92,4.630545492319319,2
Male,0,Yes,No,14,No,No,Dsl,No,No,No,No,Yes,Yes,Month-To-Month,No,Electronic Check,118.79,7.489825636888147,2
Male,0,Yes,No,5,Yes,Yes,Dsl,No,No,No,Yes,No,Yes,Two Year,Yes,Electronic Check,55.32,7.123535789519757,2
Male,1,No,No,23,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Month-To-Month,No,Electronic Check,91.04,7.618437812631143,1
Male,0,No,Yes,4,No,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),63.28,8.208562555333966,1
Male,0,No,No,30,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,One Year,No,Electronic Check,55.67,6.300345330700757,4
Female,0,No,No,62,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Month-To-Month,Yes,Electronic Check,111.4,7.83557529253008,4
Male,0,No,No,37,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,No,Month-To-Month,Yes,Mailed Check,67.33,6.9111594781157,3
Female,0,No,No,22,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Month-To-Month,Yes,Electronic Check,46.13,7.431447768454952,3
Male,0,No,Yes,3,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Two Year,Yes,Electronic Check,52.84,7.010690856853459,1
Male,0,Yes,Yes,30,Yes,No,Dsl,No,Yes,No,No,Yes,No,Two Year,Yes,Electronic Check,56.2,7.840871662334266,2
Male,0,Yes,No,36,Yes,Yes,Dsl,No,No,Yes,Yes,No,Yes,Two Year,Yes,Electronic Check,61.44,7.675541362155852,3
Male,0,Yes,Yes,65,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,Two Year,No,Electronic Check,32.11,7.16286250550174,4
Female,1,Yes,Yes,3,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),98.42,8.590599774797209,2
Female,0,No,No,56,Yes,Yes,Dsl,Yes,No,Yes,No,Yes,No,One Year,Yes,Electronic Check,90.68,7.855808209079748,3
Female,0,No,Yes,69,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,One Year,No,Electronic Check,64.36,7.781952374809231,2
Male,0,Yes,Yes,34,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,81.72,7.5047053865642495,3
Male,0,No,Yes,25,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Month-To-Month,No,Mailed Check,30.27,4.4080598117206975,3
Male,0,Yes,Yes,8,Yes,No,Dsl,Yes,No,Yes,No,Yes,No,Month-To-Month,Yes,Mailed Check,37.54,6.620033205730335,3
Male,0,No,No,12,Yes,No,Fiber Optic,No,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,39.63,6.132899003095647,3
Female,0,Yes,No,56,Yes,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Electronic Check,52.22,4.300138475201197,1
Female,0,No,No,33,Yes,No,Dsl,No,Yes,No,No,No,No,Two Year,No,Mailed Check,94.2,6.798554063938373,1
Female,0,No,No,65,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Electronic Check,113.96,5.238195743206656,5
Female,0,Yes,No,66,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),88.37,8.091658020254139,4
Female,0,No,No,16,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,No,Bank Transfer (Automatic),41.01,4.157632301458019,1
Male,0,Yes,No,35,Yes,No,Dsl,No,No,Yes,No,Yes,Yes,One Year,No,Mailed Check,96.25,8.751172226274816,3
Male,0,No,Yes,45,Yes,Yes,Dsl,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),55.95,8.300712394575392,4
Female,0,Yes,Yes,43,Yes,No,Fiber Optic,Yes,No,No,No,No,No,One Year,No,Credit Card (Automatic),92.33,7.799568875049131,1
Male,0,No,No,36,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,One Year,No,Electronic Check,101.77,6.580306210858613,3
Male,0,No,No,22,Yes,Yes,Dsl,Yes,No,No,No,Yes,Yes,Month-To-Month,Yes,Credit Card (Automatic),86.74,6.20782514612536,3
Male,0,No,No,17,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,One Year,Yes,Electronic Check,44.09,6.83531361008142,3
Female,0,Yes,No,43,No,No,Dsl,No,Yes,Yes,No,Yes,No,One Year,Yes,Bank Transfer (Automatic),103.44,8.790538481587964,3
Male,1,Yes,No,57,Yes,No,Dsl,Yes,Yes,No,No,No,Yes,Two Year,Yes,Mailed Check,112.25,6.207583483485228,3
Female,0,No,Yes,3,Yes,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Month-To-Month,Yes,Bank Transfer (Automatic),58.68,8.072900972683152,3
Female,0,Yes,No,10,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,Two Year,Yes,Credit Card (Automatic),28.08,7.277779720550282,4
Male,0,Yes,Yes,25,Yes,Yes,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,Yes,Electronic Check,68.92,8.261012369999817,4
Female,0,No,No,6,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Month-To-Month,Yes,Electronic Check,73.24,8.028383430207885,1
Female,0,Yes,Yes,67,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Electronic Check,40.98,7.262579511410322,4
Female,0,No,No,67,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Credit Card (Automatic),63.82,7.683822562003399,3
Female,0,Yes,No,65,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card (Automatic),37.26,5.836505207069838,4
Female,0,Yes,No,4,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,One Year,No,Electronic Check,61.41,7.428410434226137,3
Male,0,Yes,No,59,No,No,Dsl,Yes,No,No,No,No,No,Month-To-Month,Yes,Electronic Check,78.21,8.043923434176682,1
Female,0,No,Yes,27,Yes,No,Dsl,No,Yes,Yes,Yes,Yes,No,Month-To-Month,Yes,Credit Card (Automatic),107.54,5.437383414671034,4
Female,0,No,No,32,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Transfer (Automatic),21.43,6.215867305288354,4
Female,0,No,Yes,61,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Bank Transfer (Automatic),21.58,6.437239518619645,3
Male,0,Yes,Yes,60,Yes,Yes,Dsl,No,Yes,No,Yes,No,Yes,One Year,No,Electronic Check,30.32,6.095892127717207,3
Male,0,No,No,71,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Mailed Check,82.99,8.60252833097121,4
Female,0,No,No,70,Yes,Yes,Dsl,No,Yes,Yes,No,No,Yes,Month-To-Month,No,Electronic Check,55.62,7.686905828662439,3
Male,0,No,Yes,24,Yes,No,Dsl,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Mailed Check,113.96,8.534834661564304,5
Male,0,Yes,No,23,Yes,Yes,No,No,No,Yes,No,No,Yes,Month-To-Month,No,Mailed Check,119.51,7.701837698088612,2
Female,1,Yes,No,42,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Month-To-Month,No,Mailed Check,78.43,8.251783895542733,2
Male,0,Yes,Yes,31,Yes,No,Fiber Optic,No,No,No,No,Yes,No,One Year,No,Mailed Check,69.05,5.684973353669147,1
Male,0,No,No,45,Yes,Yes,No,No,Yes,No,Yes,No,No,Month-To-Month,Yes,Mailed Check,74.65,6.985373511528084,2
Female,0,No,No,41,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Month-To-Month,No,Electronic Check,31.63,6.96867162294941,3
Female,1,No,Yes,23,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Mailed Check,84.46,7.600147174386045,1
Female,0,Yes,No,46,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Month-To-Month,Yes,Electronic Check,34.06,6.4492057997815175,1
Male,0,No,No,41,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Month-To-Month,Yes,Mailed Check,67.62,8.40496246313376,3
Female,1,No,No,50,Yes,No,Dsl,Yes,Yes,No,Yes,No,No,Two Year,Yes,Credit Card (Automatic),87.62,8.549648764835732,3
Male,1,No,Yes,36,Yes,No,Dsl,No,Yes,Yes,No,Yes,No,Month-To-Month,No,Electronic Check,88.34,8.665549401396197,3
Female,1,No,Yes,50,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Transfer (Automatic),60.98,8.36247435021587,5
Female,1,No,Yes,55,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Month-To-Month,No,Bank Transfer (Automatic),64.73,7.385218516041716,5
Male,0,No,Yes,45,Yes,No,Dsl,Yes,Yes,No,No,Yes,Yes,Month-To-Month,No,Bank Transfer (Automatic),82.5,7.3685352507836175,4
